ID,Data,Time

ref,0,76320.353
flow,0.0,76320.365
flow,0.0,76321.371
flow,0.0,76322.377
flow,0.0,76323.381
flow,0.0,76324.389
flow,0.0,76325.398
flow,0.0,76326.402
flow,0.0,76327.414
flow,0.0,76328.426
flow,0.0,76329.437
ref,0.1972,76330.425
flow,0.0,76330.438
flow,0.0,76331.445
flow,0.0,76332.445
flow,0.0,76333.449
flow,0.0,76334.453
flow,0.0,76335.465
flow,0.0,76336.478
flow,0.0,76337.485
flow,0.0,76338.489
flow,0.0,76339.499
flow,0.0,76340.498
flow,0.0,76341.509
flow,0.0,76342.517
flow,0.0,76343.513
flow,0.0,76344.521
flow,0.0,76345.523
flow,0.0,76346.53
flow,0.0,76347.534
flow,0.0,76348.542
flow,0.0,76349.546
flow,0.0,76350.545
flow,0.0,76351.554
flow,0.0,76352.562
flow,0.0,76353.57
flow,0.0,76354.573
flow,0.0,76355.582
flow,0.018,76356.589
flow,0.0486,76357.593
flow,0.0726,76358.61
flow,0.09,76359.614
flow,0.1068,76360.618
flow,0.1266,76361.621
flow,0.1446,76362.625
flow,0.159,76363.634
flow,0.171,76364.641
flow,0.1788,76365.649
flow,0.1848,76366.646
flow,0.189,76367.649
flow,0.1908,76368.665
flow,0.1878,76369.681
flow,0.1836,76370.686
flow,0.1818,76371.694
flow,0.1788,76372.701
flow,0.1758,76373.698
flow,0.1758,76374.705
flow,0.1776,76375.718
flow,0.18,76376.722
flow,0.183,76377.738
flow,0.186,76378.742
flow,0.1866,76379.746
flow,0.1866,76380.754
flow,0.1866,76381.761
flow,0.189,76382.762
flow,0.1896,76383.769
flow,0.1926,76384.791
flow,0.1998,76385.794
flow,0.207,76386.802
flow,0.213,76387.805
flow,0.216,76388.817
flow,0.2178,76389.818
flow,0.216,76390.829
flow,0.2148,76391.835
flow,0.21,76392.838
flow,0.2046,76393.834
flow,0.201,76394.842
flow,0.198,76395.846
flow,0.198,76396.855
flow,0.1998,76397.857
flow,0.201,76398.87
flow,0.2016,76399.869
flow,0.2028,76400.875
flow,0.204,76401.881
flow,0.207,76402.889
flow,0.2088,76403.894
flow,0.2106,76404.893
flow,0.213,76405.89
flow,0.2148,76406.901
flow,0.2166,76407.902
flow,0.216,76408.913
flow,0.2118,76409.926
flow,0.2046,76410.93
flow,0.1998,76411.942
flow,0.1998,76412.949
flow,0.1986,76413.949
flow,0.1998,76414.961
flow,0.1986,76415.973
flow,0.1968,76416.977
flow,0.1968,76417.978
flow,0.1986,76418.982
flow,0.201,76419.986
flow,0.201,76420.99
flow,0.2016,76422.001
flow,0.2028,76423.006
flow,0.204,76424.017
flow,0.2046,76425.026
flow,0.207,76426.03
flow,0.2076,76427.027
flow,0.21,76428.043
flow,0.2118,76429.058
flow,0.2118,76430.074
flow,0.2106,76431.074
flow,0.204,76432.086
flow,0.1938,76433.098
flow,0.186,76434.106
flow,0.1818,76435.126
flow,0.1818,76436.135
flow,0.189,76437.151
flow,0.1968,76438.166
flow,0.2028,76439.166
flow,0.207,76440.175
flow,0.2118,76441.186
flow,0.2166,76442.203
flow,0.2178,76443.21
flow,0.2118,76444.218
flow,0.2016,76445.227
flow,0.195,76446.23
flow,0.1896,76447.242
flow,0.186,76448.246
flow,0.183,76449.258
flow,0.1818,76450.271
flow,0.1848,76451.27
flow,0.192,76452.274
flow,0.201,76453.274
flow,0.2058,76454.278
flow,0.2106,76455.291
flow,0.2118,76456.31
flow,0.207,76457.322
flow,0.2016,76458.322
flow,0.198,76459.335
flow,0.1926,76460.343
flow,0.192,76461.346
flow,0.1896,76462.351
flow,0.1866,76463.354
flow,0.186,76464.358
flow,0.1908,76465.362
flow,0.201,76466.374
flow,0.2058,76467.391
flow,0.2076,76468.394
flow,0.2088,76469.398
flow,0.2058,76470.407
flow,0.201,76471.41
flow,0.1968,76472.422
flow,0.195,76473.434
flow,0.192,76474.434
flow,0.192,76475.446
flow,0.1908,76476.45
flow,0.192,76477.466
flow,0.1908,76478.482
flow,0.1926,76479.49
flow,0.2016,76480.502
flow,0.2058,76481.507
flow,0.2088,76482.502
flow,0.207,76483.514
flow,0.2028,76484.526
flow,0.198,76485.538
flow,0.195,76486.554
flow,0.1926,76487.558
flow,0.1908,76488.562
flow,0.189,76489.578
flow,0.189,76490.585
flow,0.189,76491.582
flow,0.1938,76492.585
flow,0.2028,76493.594
flow,0.2088,76494.614
flow,0.2076,76495.618
flow,0.204,76496.626
flow,0.1998,76497.638
flow,0.1986,76498.654
flow,0.1968,76499.661
flow,0.1968,76500.682
flow,0.195,76501.682
