ID,Data,Time

ref,0,76318.705
flow,0.0,76318.717
flow,0.0,76319.722
flow,0.0,76320.738
flow,0.0,76321.746
flow,0.0,76322.749
flow,0.0,76323.759
flow,0.0,76324.768
flow,0.0,76325.77
flow,0.0,76326.773
flow,0.0,76327.781
flow,0.0,76328.798
flow,0.0,76329.806
ref,0.181,76330.799
flow,0.0,76330.813
flow,0.0,76331.817
flow,0.0,76332.817
flow,0.0,76333.825
flow,0.0,76334.833
flow,0.0,76335.841
flow,0.0,76336.851
flow,0.0,76337.858
flow,0.0,76338.861
flow,0.0,76339.869
flow,0.0,76340.873
flow,0.0,76341.878
flow,0.0,76342.882
flow,0.0,76343.886
flow,0.0,76344.893
flow,0.0,76345.898
flow,0.0,76346.901
flow,0.0,76347.909
flow,0.0,76348.913
flow,0.0,76349.922
flow,0.0,76350.934
flow,0.0006,76351.946
flow,0.036,76352.95
flow,0.0678,76353.958
flow,0.1026,76354.961
flow,0.141,76355.973
flow,0.174,76356.982
flow,0.195,76357.989
flow,0.2046,76358.997
flow,0.2028,76359.998
flow,0.1956,76361.018
flow,0.186,76362.026
flow,0.1758,76363.031
flow,0.1656,76364.037
flow,0.1566,76365.042
flow,0.1488,76366.046
flow,0.1416,76367.062
flow,0.141,76368.067
flow,0.144,76369.078
flow,0.1488,76370.086
flow,0.1548,76371.097
flow,0.162,76372.105
flow,0.168,76373.109
flow,0.174,76374.109
flow,0.1776,76375.121
flow,0.1776,76376.122
flow,0.177,76377.134
flow,0.1746,76378.149
flow,0.1728,76379.157
flow,0.1698,76380.165
flow,0.1698,76381.169
flow,0.1698,76382.177
flow,0.1686,76383.189
flow,0.1686,76384.202
flow,0.1686,76385.206
flow,0.1656,76386.222
flow,0.1608,76387.222
flow,0.156,76388.221
flow,0.1566,76389.234
flow,0.1638,76390.246
flow,0.174,76391.25
flow,0.18,76392.249
flow,0.1818,76393.266
flow,0.1848,76394.27
flow,0.186,76395.274
flow,0.1878,76396.278
flow,0.1878,76397.286
flow,0.1896,76398.29
flow,0.1908,76399.295
flow,0.1908,76400.299
flow,0.1878,76401.319
flow,0.1848,76402.318
flow,0.1818,76403.318
flow,0.1758,76404.326
flow,0.1728,76405.338
flow,0.1698,76406.345
flow,0.1686,76407.35
flow,0.171,76408.366
flow,0.1728,76409.379
flow,0.1776,76410.382
flow,0.1806,76411.394
flow,0.1836,76412.399
flow,0.1848,76413.406
flow,0.1866,76414.413
flow,0.1866,76415.421
flow,0.189,76416.43
flow,0.189,76417.434
flow,0.1878,76418.438
flow,0.1878,76419.454
flow,0.1878,76420.474
flow,0.186,76421.486
flow,0.1836,76422.498
flow,0.183,76423.494
flow,0.18,76424.497
flow,0.177,76425.502
flow,0.1746,76426.502
flow,0.1698,76427.522
flow,0.1686,76428.534
flow,0.171,76429.538
flow,0.174,76430.549
flow,0.1776,76431.562
flow,0.183,76432.574
flow,0.1866,76433.589
flow,0.1896,76434.598
flow,0.1926,76435.614
flow,0.1938,76436.626
flow,0.1896,76437.638
flow,0.1866,76438.65
flow,0.177,76439.666
flow,0.1686,76440.678
flow,0.1638,76441.689
flow,0.162,76442.702
flow,0.165,76443.721
flow,0.1716,76444.738
flow,0.1776,76445.734
flow,0.1848,76446.75
flow,0.189,76447.75
flow,0.189,76448.75
flow,0.189,76449.762
flow,0.1896,76450.778
flow,0.1908,76451.782
flow,0.1878,76452.782
flow,0.1836,76453.802
flow,0.1806,76454.802
flow,0.177,76455.814
flow,0.1716,76456.817
flow,0.1698,76457.829
flow,0.174,76458.842
flow,0.1776,76459.846
flow,0.1818,76460.85
flow,0.1848,76461.854
flow,0.1866,76462.858
flow,0.1866,76463.862
flow,0.186,76464.87
flow,0.1848,76465.882
flow,0.1806,76466.894
flow,0.177,76467.902
flow,0.174,76468.906
flow,0.1728,76469.914
flow,0.1728,76470.918
flow,0.1758,76471.917
flow,0.1788,76472.918
flow,0.1788,76473.922
flow,0.18,76474.922
flow,0.1806,76475.927
flow,0.183,76476.926
flow,0.1836,76477.938
flow,0.1836,76478.946
flow,0.183,76479.958
flow,0.18,76480.962
flow,0.1746,76481.978
flow,0.1716,76482.986
flow,0.1728,76483.989
flow,0.1746,76485.002
flow,0.1806,76486.015
flow,0.1836,76487.019
flow,0.186,76488.022
flow,0.189,76489.034
flow,0.1896,76490.038
flow,0.1866,76491.042
flow,0.1836,76492.058
flow,0.1818,76493.059
flow,0.177,76494.071
flow,0.1716,76495.082
flow,0.171,76496.086
flow,0.1716,76497.09
flow,0.1728,76498.098
flow,0.1728,76499.126
flow,0.1716,76500.122
flow,0.1746,76501.134
flow,0.1776,76502.142
flow,0.1806,76503.158
flow,0.186,76504.173
flow,0.192,76505.185
flow,0.1968,76506.201
flow,0.1998,76507.214
flow,0.2058,76508.223
flow,0.2118,76509.222
ref,0.1828,76510.216
flow,0.2136,76510.226
flow,0.2148,76511.23
flow,0.2118,76512.234
flow,0.2088,76513.243
flow,0.1998,76514.242
flow,0.1908,76515.246
flow,0.1866,76516.246
flow,0.1866,76517.25
flow,0.1878,76518.254
flow,0.1878,76519.257
flow,0.1866,76520.266
flow,0.1866,76521.281
flow,0.189,76522.282
flow,0.192,76523.286
flow,0.1938,76524.298
flow,0.198,76525.298
flow,0.1998,76526.301
flow,0.201,76527.306
flow,0.2028,76528.309
flow,0.2028,76529.314
flow,0.201,76530.319
flow,0.1938,76531.317
flow,0.189,76532.319
flow,0.186,76533.323
flow,0.186,76534.334
flow,0.1848,76535.339
flow,0.1848,76536.342
flow,0.1866,76537.353
flow,0.189,76538.365
flow,0.1896,76539.379
flow,0.1908,76540.394
flow,0.192,76541.394
flow,0.195,76542.398
flow,0.195,76543.403
flow,0.1926,76544.406
flow,0.192,76545.418
flow,0.1878,76546.418
flow,0.1848,76547.422
flow,0.183,76548.423
flow,0.18,76549.438
flow,0.18,76550.454
flow,0.18,76551.458
flow,0.1818,76552.474
flow,0.1818,76553.478
flow,0.1836,76554.495
flow,0.1866,76555.501
flow,0.1878,76556.506
flow,0.186,76557.518
flow,0.1866,76558.518
flow,0.1878,76559.534
flow,0.1866,76560.55
flow,0.1878,76561.567
flow,0.1896,76562.582
flow,0.1908,76563.59
flow,0.1896,76564.594
flow,0.189,76565.603
flow,0.1848,76566.618
flow,0.1776,76567.63
flow,0.168,76568.638
flow,0.1548,76569.639
flow,0.1476,76570.638
flow,0.141,76571.646
flow,0.1338,76572.654
flow,0.1326,76573.658
flow,0.135,76574.666
flow,0.141,76575.665
flow,0.147,76576.682
flow,0.15,76577.686
flow,0.1506,76578.69
flow,0.1506,76579.694
flow,0.1506,76580.698
flow,0.159,76581.702
flow,0.1698,76582.71
flow,0.18,76583.714
flow,0.1848,76584.729
flow,0.1896,76585.741
flow,0.1938,76586.754
flow,0.195,76587.758
flow,0.1926,76588.765
flow,0.1896,76589.774
flow,0.1848,76590.782
flow,0.1806,76591.786
flow,0.1776,76592.794
flow,0.1746,76593.798
flow,0.1746,76594.802
flow,0.174,76595.81
flow,0.1728,76596.818
flow,0.1716,76597.826
flow,0.1716,76598.838
flow,0.174,76599.842
flow,0.177,76600.855
flow,0.1776,76601.862
flow,0.1836,76602.866
flow,0.1866,76603.878
flow,0.1896,76604.878
flow,0.1896,76605.886
flow,0.1896,76606.882
flow,0.1878,76607.89
flow,0.186,76608.891
flow,0.183,76609.899
flow,0.1806,76610.91
flow,0.177,76611.919
flow,0.1746,76612.923
flow,0.174,76613.923
flow,0.174,76614.926
flow,0.174,76615.925
flow,0.1758,76616.942
flow,0.1806,76617.951
flow,0.1848,76618.959
flow,0.186,76619.962
flow,0.1896,76620.978
flow,0.192,76621.978
flow,0.1938,76622.986
flow,0.192,76624.001
flow,0.1866,76625.006
flow,0.1806,76626.011
flow,0.1788,76627.022
flow,0.183,76628.034
flow,0.1938,76629.046
flow,0.207,76630.058
flow,0.2136,76631.067
flow,0.2166,76632.078
flow,0.2178,76633.091
flow,0.2178,76634.103
flow,0.21,76635.114
flow,0.1998,76636.123
flow,0.189,76637.127
flow,0.1848,76638.127
flow,0.1848,76639.131
flow,0.1836,76640.131
flow,0.1836,76641.134
flow,0.186,76642.139
flow,0.1878,76643.146
flow,0.1896,76644.163
flow,0.192,76645.167
flow,0.1926,76646.174
flow,0.1956,76647.183
flow,0.1986,76648.191
flow,0.1998,76649.19
flow,0.1998,76650.198
flow,0.198,76651.202
flow,0.198,76652.21
flow,0.195,76653.214
flow,0.1908,76654.222
flow,0.1896,76655.226
flow,0.189,76656.234
flow,0.189,76657.238
flow,0.1878,76658.246
flow,0.1866,76659.25
flow,0.1878,76660.25
flow,0.1878,76661.258
flow,0.1878,76662.258
flow,0.189,76663.266
flow,0.189,76664.27
flow,0.189,76665.274
flow,0.1908,76666.29
flow,0.192,76667.29
flow,0.1938,76668.298
flow,0.1938,76669.302
flow,0.192,76670.314
flow,0.1878,76671.318
flow,0.1848,76672.323
flow,0.1818,76673.33
flow,0.1818,76674.339
flow,0.183,76675.347
flow,0.183,76676.358
flow,0.183,76677.362
flow,0.1788,76678.37
flow,0.1776,76679.384
flow,0.1776,76680.394
flow,0.18,76681.398
flow,0.1818,76682.41
flow,0.1848,76683.427
flow,0.186,76684.432
flow,0.186,76685.442
flow,0.1806,76686.446
flow,0.1758,76687.454
flow,0.1698,76688.465
flow,0.1638,76689.474
ref,0.1717,76690.469
flow,0.1608,76690.483
flow,0.1536,76691.494
flow,0.15,76692.502
flow,0.147,76693.51
flow,0.1458,76694.526
flow,0.1428,76695.526
flow,0.1416,76696.534
flow,0.144,76697.543
flow,0.144,76698.543
flow,0.147,76699.549
flow,0.1476,76700.55
flow,0.147,76701.555
flow,0.15,76702.562
flow,0.1506,76703.574
flow,0.1548,76704.59
flow,0.159,76705.598
flow,0.165,76706.611
flow,0.1716,76707.628
flow,0.177,76708.639
flow,0.1818,76709.65
flow,0.1848,76710.658
flow,0.1848,76711.658
flow,0.1818,76712.659
flow,0.1758,76713.674
flow,0.1698,76714.678
flow,0.1626,76715.691
flow,0.1596,76716.698
flow,0.1608,76717.71
flow,0.1596,76718.723
flow,0.1596,76719.739
flow,0.1608,76720.742
flow,0.1668,76721.746
flow,0.1698,76722.762
flow,0.1746,76723.763
flow,0.18,76724.771
flow,0.1818,76725.786
flow,0.1848,76726.798
flow,0.186,76727.803
flow,0.1848,76728.81
flow,0.1818,76729.814
flow,0.174,76730.814
flow,0.1638,76731.823
flow,0.153,76732.83
flow,0.1416,76733.83
flow,0.1386,76734.838
flow,0.141,76735.838
flow,0.15,76736.846
flow,0.1578,76737.858
flow,0.1686,76738.867
flow,0.18,76739.87
flow,0.1878,76740.878
flow,0.1926,76741.886
flow,0.1956,76742.894
flow,0.1938,76743.901
flow,0.189,76744.906
flow,0.1848,76745.914
flow,0.1806,76746.916
flow,0.1806,76747.919
flow,0.18,76748.922
flow,0.18,76749.927
flow,0.1806,76750.927
flow,0.1806,76751.93
flow,0.1818,76752.94
flow,0.1848,76753.943
flow,0.1848,76754.942
flow,0.1848,76755.951
flow,0.1848,76756.955
flow,0.1836,76757.959
flow,0.186,76758.958
flow,0.1878,76759.967
flow,0.1896,76760.97
flow,0.1908,76761.974
flow,0.1908,76762.978
flow,0.192,76763.982
flow,0.1938,76764.994
flow,0.1926,76765.998
flow,0.1896,76767.002
flow,0.189,76768.002
flow,0.1878,76769.007
flow,0.1848,76770.01
flow,0.183,76771.022
flow,0.1806,76772.026
flow,0.1776,76773.031
flow,0.174,76774.038
flow,0.1698,76775.079
flow,0.1686,76776.063
flow,0.168,76777.062
flow,0.1668,76778.07
flow,0.168,76779.07
flow,0.1686,76780.074
flow,0.1716,76781.087
flow,0.1746,76782.094
flow,0.1776,76783.096
flow,0.18,76784.11
flow,0.1818,76785.111
flow,0.1818,76786.115
flow,0.1788,76787.119
flow,0.177,76788.143
flow,0.1758,76789.147
flow,0.1746,76790.151
flow,0.1746,76791.159
flow,0.177,76792.163
flow,0.1776,76793.166
flow,0.18,76794.174
flow,0.1776,76795.179
flow,0.1776,76796.179
flow,0.1788,76797.186
flow,0.18,76798.187
flow,0.1776,76799.194
flow,0.1758,76800.195
flow,0.174,76801.198
flow,0.1746,76802.211
flow,0.174,76803.21
flow,0.174,76804.214
flow,0.1716,76805.223
flow,0.1686,76806.223
flow,0.1686,76807.222
flow,0.1656,76808.223
flow,0.162,76809.234
flow,0.156,76810.238
flow,0.1488,76811.246
flow,0.141,76812.262
flow,0.1356,76813.278
flow,0.1326,76814.295
flow,0.132,76815.302
flow,0.132,76816.315
flow,0.1326,76817.33
flow,0.138,76818.339
flow,0.144,76819.342
flow,0.1476,76820.347
flow,0.1506,76821.359
flow,0.153,76822.374
flow,0.153,76823.386
flow,0.153,76824.399
flow,0.153,76825.41
flow,0.1536,76826.422
flow,0.1566,76827.435
flow,0.1626,76828.438
flow,0.168,76829.439
flow,0.1716,76830.455
flow,0.1728,76831.458
flow,0.1746,76832.471
flow,0.1758,76833.483
flow,0.1776,76834.498
flow,0.177,76835.499
flow,0.1758,76836.515
flow,0.1746,76837.527
flow,0.174,76838.543
flow,0.1698,76839.555
flow,0.168,76840.571
flow,0.1668,76841.583
flow,0.1656,76842.595
flow,0.165,76843.599
flow,0.1656,76844.603
flow,0.1626,76845.607
flow,0.1626,76846.615
flow,0.1638,76847.618
flow,0.1638,76848.626
flow,0.1638,76849.63
flow,0.1656,76850.639
flow,0.168,76851.642
flow,0.1686,76852.646
flow,0.1716,76853.65
flow,0.1746,76854.667
flow,0.177,76855.67
flow,0.1788,76856.67
flow,0.1776,76857.686
flow,0.1746,76858.703
flow,0.1728,76859.739
flow,0.1686,76860.71
flow,0.165,76861.719
flow,0.1608,76862.731
flow,0.1596,76863.73
flow,0.159,76864.738
flow,0.1596,76865.744
flow,0.165,76866.754
flow,0.1698,76867.762
flow,0.177,76868.763
flow,0.1878,76869.77
ref,0.2119,76870.767
flow,0.198,76870.779
flow,0.2058,76871.782
flow,0.213,76872.799
flow,0.2166,76873.804
flow,0.222,76874.811
flow,0.2256,76875.818
flow,0.2238,76876.819
flow,0.2226,76877.823
flow,0.222,76878.826
flow,0.2196,76879.835
flow,0.216,76880.843
flow,0.213,76881.851
flow,0.2118,76882.864
flow,0.213,76883.867
flow,0.2136,76884.871
flow,0.2178,76885.875
flow,0.2178,76886.875
flow,0.219,76887.886
flow,0.219,76888.899
flow,0.219,76889.915
flow,0.2178,76890.923
flow,0.2166,76891.935
flow,0.213,76892.942
flow,0.2088,76893.955
flow,0.2028,76894.967
flow,0.2028,76895.983
