ID,Data,Time

tank_consumer_mm,464,76320.475
tank_pump1_mm,269,76320.476
tank_pump2_mm,219,76320.477
tank_tower_mm,210,76320.477
Simulated_hour,1,76320.485
Demand,0.10682,76320.485
Flow_valve1,0.1062,76320.509
Flow_valve2,0.0018,76320.509
tank_consumer_mm,464,76321.552
tank_pump1_mm,269,76321.552
tank_pump2_mm,219,76321.552
tank_tower_mm,210,76321.553
Simulated_hour,1,76321.563
Demand,0.10682,76321.564
Flow_valve1,0.087,76321.591
Flow_valve2,0.0012,76321.591
tank_consumer_mm,464,76322.612
tank_pump1_mm,269,76322.613
tank_pump2_mm,219,76322.613
tank_tower_mm,209,76322.614
Simulated_hour,1,76322.62
Demand,0.10682,76322.621
Flow_valve1,0.036,76322.63
Flow_valve2,0.0012,76322.63
tank_consumer_mm,464,76323.672
tank_pump1_mm,269,76323.672
tank_pump2_mm,218,76323.672
tank_tower_mm,210,76323.672
Simulated_hour,1,76323.68
Demand,0.10682,76323.68
Flow_valve1,0.0,76323.69
Flow_valve2,0.0012,76323.69
tank_consumer_mm,464,76324.716
tank_pump1_mm,269,76324.717
tank_pump2_mm,219,76324.718
tank_tower_mm,210,76324.718
Simulated_hour,1,76324.724
Demand,0.10682,76324.724
Flow_valve1,0.0,76324.733
Flow_valve2,0.0012,76324.734
tank_consumer_mm,464,76325.768
tank_pump1_mm,269,76325.768
tank_pump2_mm,219,76325.769
tank_tower_mm,210,76325.769
Simulated_hour,1,76325.78
Demand,0.10682,76325.781
Flow_valve1,0.0,76325.79
Flow_valve2,0.0012,76325.791
tank_consumer_mm,464,76326.832
tank_pump1_mm,269,76326.833
tank_pump2_mm,219,76326.834
tank_tower_mm,210,76326.834
Simulated_hour,1,76326.844
Demand,0.10682,76326.844
Flow_valve1,0.0,76326.85
Flow_valve2,0.0018,76326.851
tank_consumer_mm,464,76327.887
tank_pump1_mm,269,76327.888
tank_pump2_mm,218,76327.888
tank_tower_mm,210,76327.888
Simulated_hour,1,76327.896
Demand,0.10682,76327.896
Flow_valve1,0.0,76327.906
Flow_valve2,0.0018,76327.907
tank_consumer_mm,464,76328.94
tank_pump1_mm,269,76328.941
tank_pump2_mm,218,76328.941
tank_tower_mm,209,76328.942
Simulated_hour,1,76328.948
Demand,0.10682,76328.948
Flow_valve1,0.0,76328.958
Flow_valve2,0.0018,76328.958
tank_consumer_mm,464,76329.991
tank_pump1_mm,269,76329.992
tank_pump2_mm,219,76329.992
tank_tower_mm,210,76329.992
Simulated_hour,1,76330.003
Demand,0.10682,76330.004
Flow_valve1,0.0,76330.011
Flow_valve2,0.0012,76330.011
tank_consumer_mm,464,76331.045
tank_pump1_mm,269,76331.046
tank_pump2_mm,219,76331.047
tank_tower_mm,209,76331.048
Simulated_hour,1,76331.057
Demand,0.10682,76331.057
Flow_valve1,0.0,76331.067
Flow_valve2,0.0012,76331.068
tank_consumer_mm,464,76332.096
tank_pump1_mm,269,76332.097
tank_pump2_mm,219,76332.098
