ID,Data,Time

test1,"[[0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]
 [0.1]]",1714551248.0007677
test2,1,1714551248.0017684
test3,1.0,1714551250.0165098
test4,"(42, 1)",1714551253.022707
test1,"[[0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]]",1714551255.0360925
test2,2,1714551255.0429094
test3,0.25,1714551257.0445771
test4,"(42, 1)",1714551260.0452218
test1,"[[0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]
 [0.03333333]]",1714551262.0513806
test2,3,1714551262.0535007
test3,0.1111111111111111,1714551264.0598905
test4,"(42, 1)",1714551267.0755239
test1,"[[0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]
 [0.025]]",1714551269.0846715
test2,4,1714551269.0872557
test3,0.0625,1714551271.097457
test4,"(42, 1)",1714551274.1092012
test1,"[[0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]
 [0.02]]",1714551276.114473
test2,5,1714551276.1165829
test3,0.04,1714551278.1249619
test4,"(42, 1)",1714551281.1302984
test5,0.001,1714551283.141455
