ID,Data,Time

ref,0,81324.766
flow,0.0,81324.778
Pump_percentage,44.0,81324.779
flow,0.0,81325.785
Pump_percentage,44.0,81325.786
flow,0.0,81326.791
Pump_percentage,44.0,81326.792
flow,0.0,81327.796
Pump_percentage,44.0,81327.796
flow,0.0,81328.799
Pump_percentage,44.0,81328.8
flow,0.0,81329.815
Pump_percentage,44.0,81329.815
flow,0.0,81330.808
Pump_percentage,44.0,81330.808
flow,0.0,81331.827
Pump_percentage,44.0,81331.827
flow,0.0,81332.831
Pump_percentage,44.0,81332.832
flow,0.0,81333.831
Pump_percentage,44.0,81333.832
ref,0.1357,81334.836
flow,0.0,81334.847
Pump_percentage,45.5,81334.849
flow,0.0,81335.853
Pump_percentage,45.9,81335.855
flow,0.0,81336.851
Pump_percentage,46.3,81336.854
flow,0.0,81337.868
Pump_percentage,46.7,81337.87
flow,0.0,81338.879
Pump_percentage,47.1,81338.881
flow,0.0,81339.892
Pump_percentage,47.5,81339.894
flow,0.0,81340.908
Pump_percentage,47.9,81340.909
flow,0.0,81341.923
Pump_percentage,48.3,81341.925
flow,0.0,81342.924
Pump_percentage,48.7,81342.925
flow,0.0,81343.928
Pump_percentage,49.2,81343.929
flow,0.0,81344.943
Pump_percentage,49.6,81344.945
flow,0.0,81345.977
Pump_percentage,50.0,81345.984
flow,0.0,81346.963
Pump_percentage,50.4,81346.965
flow,0.0,81347.975
Pump_percentage,50.8,81347.977
flow,0.0,81348.979
Pump_percentage,51.2,81348.981
flow,0.0,81349.984
Pump_percentage,51.6,81349.985
flow,0.0,81350.983
Pump_percentage,52.0,81350.985
flow,0.0,81351.999
Pump_percentage,52.4,81352.001
flow,0.0,81353.007
Pump_percentage,52.8,81353.008
flow,0.0,81354.02
Pump_percentage,53.2,81354.021
flow,0.0,81355.035
Pump_percentage,53.6,81355.037
flow,0.0,81356.047
Pump_percentage,54.0,81356.049
flow,0.0,81357.051
Pump_percentage,54.4,81357.053
flow,0.0,81358.059
Pump_percentage,54.9,81358.06
flow,0.0,81359.072
Pump_percentage,55.3,81359.074
flow,0.0,81360.089
Pump_percentage,55.7,81360.09
flow,0.0,81361.092
Pump_percentage,56.1,81361.093
flow,0.0,81362.103
Pump_percentage,56.5,81362.105
flow,0.0048,81363.112
Pump_percentage,56.8,81363.113
flow,0.0408,81364.117
Pump_percentage,56.8,81364.119
flow,0.0648,81365.132
Pump_percentage,56.9,81365.133
flow,0.087,81366.135
Pump_percentage,56.8,81366.136
flow,0.1056,81367.14
Pump_percentage,56.8,81367.142
flow,0.1188,81368.139
Pump_percentage,56.7,81368.14
flow,0.1278,81369.147
Pump_percentage,56.7,81369.149
flow,0.1338,81370.152
Pump_percentage,56.6,81370.153
flow,0.138,81371.156
Pump_percentage,56.6,81371.157
flow,0.141,81372.156
Pump_percentage,56.5,81372.158
flow,0.1416,81373.172
Pump_percentage,56.5,81373.174
flow,0.141,81374.175
Pump_percentage,56.5,81374.177
flow,0.141,81375.175
Pump_percentage,56.5,81375.177
flow,0.141,81376.18
Pump_percentage,56.5,81376.182
flow,0.1386,81377.187
Pump_percentage,56.5,81377.188
flow,0.135,81378.196
Pump_percentage,56.5,81378.197
flow,0.129,81379.2
Pump_percentage,56.6,81379.201
flow,0.123,81380.211
Pump_percentage,56.7,81380.212
flow,0.1218,81381.216
Pump_percentage,56.7,81381.218
flow,0.123,81382.223
Pump_percentage,56.8,81382.225
flow,0.1236,81383.232
Pump_percentage,56.8,81383.234
flow,0.1236,81384.236
Pump_percentage,56.8,81384.237
flow,0.1236,81385.239
Pump_percentage,56.9,81385.24
flow,0.1236,81386.252
Pump_percentage,56.9,81386.254
flow,0.126,81387.264
Pump_percentage,56.9,81387.265
flow,0.126,81388.268
Pump_percentage,56.9,81388.269
flow,0.126,81389.272
Pump_percentage,57.0,81389.274
flow,0.126,81390.275
Pump_percentage,57.0,81390.277
flow,0.1266,81391.276
Pump_percentage,57.0,81391.277
flow,0.1248,81392.287
Pump_percentage,57.1,81392.289
flow,0.123,81393.292
Pump_percentage,57.1,81393.293
flow,0.123,81394.291
Pump_percentage,57.1,81394.293
flow,0.1248,81395.292
Pump_percentage,57.2,81395.294
flow,0.1236,81396.296
Pump_percentage,57.2,81396.297
flow,0.123,81397.307
Pump_percentage,57.3,81397.309
flow,0.1218,81398.308
Pump_percentage,57.3,81398.309
flow,0.1206,81399.319
Pump_percentage,57.4,81399.321
flow,0.1206,81400.336
Pump_percentage,57.4,81400.337
flow,0.12,81401.339
Pump_percentage,57.5,81401.341
flow,0.1266,81402.362
Pump_percentage,57.4,81402.362
flow,0.1356,81403.347
Pump_percentage,57.4,81403.349
flow,0.1446,81404.351
Pump_percentage,57.3,81404.353
flow,0.1506,81405.363
Pump_percentage,57.2,81405.365
flow,0.1548,81406.379
Pump_percentage,57.1,81406.381
flow,0.153,81407.387
Pump_percentage,57.0,81407.389
flow,0.1428,81408.391
Pump_percentage,57.1,81408.393
flow,0.1326,81409.396
Pump_percentage,57.2,81409.397
flow,0.1248,81410.412
Pump_percentage,57.3,81410.413
flow,0.1176,81411.423
Pump_percentage,57.4,81411.425
flow,0.1146,81412.427
Pump_percentage,57.5,81412.429
flow,0.114,81413.431
Pump_percentage,57.6,81413.433
flow,0.1206,81414.436
Pump_percentage,57.5,81414.437
flow,0.129,81415.439
Pump_percentage,57.5,81415.441
flow,0.1368,81416.448
Pump_percentage,57.4,81416.45
flow,0.1416,81417.448
Pump_percentage,57.4,81417.449
flow,0.144,81418.452
Pump_percentage,57.3,81418.453
flow,0.147,81419.451
Pump_percentage,57.3,81419.454
flow,0.1476,81420.455
Pump_percentage,57.2,81420.457
flow,0.1428,81421.464
Pump_percentage,57.3,81421.465
flow,0.1338,81422.464
Pump_percentage,57.3,81422.466
flow,0.123,81423.475
Pump_percentage,57.5,81423.477
flow,0.114,81424.492
Pump_percentage,57.6,81424.493
flow,0.1086,81425.499
Pump_percentage,57.7,81425.501
flow,0.1116,81426.509
Pump_percentage,57.8,81426.51
flow,0.1176,81427.519
Pump_percentage,57.8,81427.521
flow,0.1236,81428.527
