ID,Data,Time

Simulated_hour,1,81323.474
tower_tank_level,140,81323.493
Solution,"[[0.0331]
 [0.1357]
 [0.0416]
 [0.1359]
 [0.0334]
 [0.133 ]
 [0.1108]
 [0.1567]
 [0.1179]
 [0.1588]
 [0.1512]
 [0.1771]
 [0.174 ]
 [0.1912]
 [0.1618]
 [0.183 ]
 [0.0775]
 [0.1398]
 [0.0653]
 [0.137 ]
 [0.047 ]
 [0.1332]
 [0.    ]
 [0.124 ]
 [0.0622]
 [0.1408]
 [0.1148]
 [0.1624]
 [0.1248]
 [0.167 ]
 [0.    ]
 [0.1185]
 [0.    ]
 [0.0825]
 [0.    ]
 [0.1235]
 [0.0535]
 [0.1448]
 [0.042 ]
 [0.1421]
 [0.0335]
 [0.1404]
 [0.0236]
 [0.139 ]
 [0.004 ]
 [0.1376]
 [0.0631]
 [0.145 ]]",81334.315
demand_pred,"[[0.11021]
 [0.10561]
 [0.10239]
 [0.11357]
 [0.14625]
 [0.22402]
 [0.29658]
 [0.31331]
 [0.30683]
 [0.28956]
 [0.2696 ]
 [0.25575]
 [0.246  ]
 [0.24659]
 [0.2499 ]
 [0.25483]
 [0.24569]
 [0.22914]
 [0.19951]
 [0.1853 ]
 [0.17509]
 [0.1638 ]
 [0.14267]
 [0.12519]]",81334.321
electricity_price,"[[0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.06]
 [0.08]
 [0.09]
 [0.09]
 [0.1 ]
 [0.11]
 [0.11]
 [0.11]
 [0.14]
 [0.16]
 [0.15]
 [0.15]
 [0.13]
 [0.13]
 [0.12]
 [0.11]
 [0.04]]",81334.322
Simulated_hour,2,81923.485
tower_tank_level,180,81923.492
Solution,"[[0.0408]
 [0.1352]
 [0.0324]
 [0.1323]
 [0.1102]
 [0.1563]
 [0.1173]
 [0.1584]
 [0.1508]
 [0.1766]
 [0.1734]
 [0.1908]
 [0.1613]
 [0.1826]
 [0.0778]
 [0.1397]
 [0.0657]
 [0.1369]
 [0.0472]
 [0.1332]
 [0.    ]
 [0.1239]
 [0.0623]
 [0.1408]
 [0.1149]
 [0.1624]
 [0.1249]
 [0.1669]
 [0.    ]
 [0.1185]
 [0.    ]
 [0.0824]
 [0.    ]
 [0.1234]
 [0.0536]
 [0.1447]
 [0.0422]
 [0.142 ]
 [0.0337]
 [0.1404]
 [0.0238]
 [0.1388]
 [0.0041]
 [0.1375]
 [0.044 ]
 [0.1398]
 [0.062 ]
 [0.1435]]",81935.147
demand_pred,"[[0.10561]
 [0.10239]
 [0.11357]
 [0.14625]
 [0.22402]
 [0.29658]
 [0.31331]
 [0.30683]
 [0.28956]
 [0.2696 ]
 [0.25575]
 [0.246  ]
 [0.24659]
 [0.2499 ]
 [0.25483]
 [0.24569]
 [0.22914]
 [0.19951]
 [0.1853 ]
 [0.17509]
 [0.1638 ]
 [0.14267]
 [0.12519]
 [0.115  ]]",81935.152
electricity_price,"[[0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.06]
 [0.08]
 [0.09]
 [0.09]
 [0.1 ]
 [0.11]
 [0.11]
 [0.11]
 [0.14]
 [0.16]
 [0.15]
 [0.15]
 [0.13]
 [0.13]
 [0.12]
 [0.11]
 [0.04]
 [0.04]]",81935.153
Simulated_hour,3,82523.505
tower_tank_level,228,82523.51
Solution,"[[0.0304]
 [0.1317]
 [0.1093]
 [0.1557]
 [0.1163]
 [0.1577]
 [0.1499]
 [0.1761]
 [0.1727]
 [0.1901]
 [0.1604]
 [0.1819]
 [0.078 ]
 [0.1398]
 [0.066 ]
 [0.1369]
 [0.0474]
 [0.1332]
 [0.    ]
 [0.1239]
 [0.0624]
 [0.1407]
 [0.115 ]
 [0.1623]
 [0.1249]
 [0.1669]
 [0.    ]
 [0.1183]
 [0.    ]
 [0.0822]
 [0.    ]
 [0.1232]
 [0.0538]
 [0.1447]
 [0.0422]
 [0.1419]
 [0.0338]
 [0.1403]
 [0.0239]
 [0.1389]
 [0.0043]
 [0.1374]
 [0.0347]
 [0.1377]
 [0.0551]
 [0.1414]
 [0.0703]
 [0.1447]]",82534.904
demand_pred,"[[0.10239]
 [0.11357]
 [0.14625]
 [0.22402]
 [0.29658]
 [0.31331]
 [0.30683]
 [0.28956]
 [0.2696 ]
 [0.25575]
 [0.246  ]
 [0.24659]
 [0.2499 ]
 [0.25483]
 [0.24569]
 [0.22914]
 [0.19951]
 [0.1853 ]
 [0.17509]
 [0.1638 ]
 [0.14267]
 [0.12519]
 [0.115  ]
 [0.11448]]",82534.906
electricity_price,"[[0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.05]
 [0.06]
 [0.08]
 [0.09]
 [0.09]
 [0.1 ]
 [0.11]
 [0.11]
 [0.11]
 [0.14]
 [0.16]
 [0.15]
 [0.15]
 [0.13]
 [0.13]
 [0.12]
 [0.11]
 [0.04]
 [0.04]
 [0.04]]",82534.906
Simulated_hour,4,83123.519
tower_tank_level,274,83123.525
