ID,Data,Time
k,99,82532.391
x_i,"[[0.0326]
 [0.1312]
 [0.11  ]
 [0.156 ]
 [0.1169]
 [0.1582]
 [0.1504]
 [0.1765]
 [0.1732]
 [0.1907]
 [0.1609]
 [0.1825]
 [0.0787]
 [0.1403]
 [0.0666]
 [0.1374]
 [0.0478]
 [0.1337]
 [0.0006]
 [0.1245]
 [0.0625]
 [0.1412]
 [0.1155]
 [0.1629]
 [0.1254]
 [0.1674]
 [0.0005]
 [0.1188]
 [0.0006]
 [0.0827]
 [0.0005]
 [0.1238]
 [0.0542]
 [0.1452]
 [0.0428]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0243]
 [0.1395]
 [0.0048]
 [0.1379]
 [0.0378]
 [0.1365]
 [0.0568]
 [0.1407]
 [0.071 ]
 [0.1447]]",82532.457
z_i,"[[ 0.1099 ]
 [ 0.20833]
 [ 0.1872 ]
 [ 0.23317]
 [ 0.19403]
 [ 0.23537]
 [ 0.22757]
 [ 0.25367]
 [ 0.25037]
 [ 0.26787]
 [ 0.23807]
 [ 0.25967]
 [ 0.18637]
 [ 0.24793]
 [ 0.17427]
 [ 0.24507]
 [ 0.1555 ]
 [ 0.24137]
 [ 0.10827]
 [ 0.23217]
 [ 0.17013]
 [ 0.24887]
 [ 0.22317]
 [ 0.27057]
 [ 0.23307]
 [ 0.2751 ]
 [ 0.10817]
 [ 0.22647]
 [ 0.10823]
 [ 0.19037]
 [ 0.10817]
 [ 0.23143]
 [ 0.13993]
 [ 0.23087]
 [ 0.064  ]
 [ 0.1637 ]
 [ 0.03317]
 [ 0.13987]
 [-0.0105 ]
 [ 0.1047 ]
 [-0.07183]
 [ 0.06123]
 [-0.1933 ]
 [-0.09487]
 [-0.17433]
 [-0.0906 ]
 [-0.16023]
 [-0.08657]]",82532.458
z,"[[3.2330e-02]
 [1.3090e-01]
 [1.0970e-01]
 [1.5570e-01]
 [1.1657e-01]
 [1.5783e-01]
 [1.5003e-01]
 [1.7620e-01]
 [1.7287e-01]
 [1.9037e-01]
 [1.6060e-01]
 [1.8220e-01]
 [7.8370e-02]
 [1.3993e-01]
 [6.6270e-02]
 [1.3710e-01]
 [4.7500e-02]
 [1.3333e-01]
 [2.3000e-04]
 [1.2413e-01]
 [6.2170e-02]
 [1.4083e-01]
 [1.1513e-01]
 [1.6253e-01]
 [1.2510e-01]
 [1.6710e-01]
 [1.7000e-04]
 [1.1850e-01]
 [2.0000e-04]
 [8.2400e-02]
 [1.7000e-04]
 [1.2347e-01]
 [5.3930e-02]
 [1.4487e-01]
 [4.2470e-02]
 [1.4217e-01]
 [3.3900e-02]
 [1.4057e-01]
 [2.3970e-02]
 [1.3913e-01]
 [4.4300e-03]
 [1.3760e-01]
 [3.7430e-02]
 [1.3617e-01]
 [5.6500e-02]
 [1.4040e-01]
 [7.0630e-02]
 [1.4433e-01]]",82532.517
lambda_i,"[[ 0.07757]
 [ 0.07743]
 [ 0.0775 ]
 [ 0.07747]
 [ 0.07747]
 [ 0.07753]
 [ 0.07753]
 [ 0.07747]
 [ 0.0775 ]
 [ 0.0775 ]
 [ 0.07747]
 [ 0.07747]
 [ 0.108  ]
 [ 0.108  ]
 [ 0.108  ]
 [ 0.10797]
 [ 0.108  ]
 [ 0.10803]
 [ 0.10803]
 [ 0.10803]
 [ 0.10797]
 [ 0.10803]
 [ 0.10803]
 [ 0.10803]
 [ 0.10797]
 [ 0.108  ]
 [ 0.108  ]
 [ 0.10797]
 [ 0.10803]
 [ 0.10797]
 [ 0.108  ]
 [ 0.10797]
 [ 0.086  ]
 [ 0.086  ]
 [ 0.02153]
 [ 0.02153]
 [-0.00073]
 [-0.0007 ]
 [-0.03447]
 [-0.03443]
 [-0.07627]
 [-0.07637]
 [-0.23073]
 [-0.23103]
 [-0.23083]
 [-0.231  ]
 [-0.23087]
 [-0.2309 ]]",82532.519
k,100,82532.52
x_i,"[[0.0326]
 [0.1313]
 [0.11  ]
 [0.156 ]
 [0.1169]
 [0.1581]
 [0.1503]
 [0.1765]
 [0.1732]
 [0.1907]
 [0.161 ]
 [0.1826]
 [0.0787]
 [0.1403]
 [0.0666]
 [0.1375]
 [0.0479]
 [0.1337]
 [0.0006]
 [0.1245]
 [0.0626]
 [0.1412]
 [0.1155]
 [0.1629]
 [0.1255]
 [0.1675]
 [0.0005]
 [0.1189]
 [0.0005]
 [0.0828]
 [0.0005]
 [0.1239]
 [0.0543]
 [0.1452]
 [0.0428]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0243]
 [0.1395]
 [0.0047]
 [0.138 ]
 [0.0376]
 [0.1366]
 [0.0568]
 [0.1408]
 [0.0709]
 [0.1447]]",82532.615
z_i,"[[ 0.11017]
 [ 0.20873]
 [ 0.1875 ]
 [ 0.23347]
 [ 0.19437]
 [ 0.23563]
 [ 0.22783]
 [ 0.25397]
 [ 0.2507 ]
 [ 0.2682 ]
 [ 0.23847]
 [ 0.26007]
 [ 0.1867 ]
 [ 0.2483 ]
 [ 0.1746 ]
 [ 0.24547]
 [ 0.1559 ]
 [ 0.24173]
 [ 0.10863]
 [ 0.23253]
 [ 0.17057]
 [ 0.24923]
 [ 0.22353]
 [ 0.27093]
 [ 0.23347]
 [ 0.2755 ]
 [ 0.1085 ]
 [ 0.22687]
 [ 0.10853]
 [ 0.19077]
 [ 0.1085 ]
 [ 0.23187]
 [ 0.1403 ]
 [ 0.2312 ]
 [ 0.06433]
 [ 0.16403]
 [ 0.03347]
 [ 0.1402 ]
 [-0.01017]
 [ 0.10507]
 [-0.07157]
 [ 0.06163]
 [-0.19313]
 [-0.09443]
 [-0.17403]
 [-0.0902 ]
 [-0.15997]
 [-0.0862 ]]",82532.617
z,"[[3.2230e-02]
 [1.3097e-01]
 [1.0970e-01]
 [1.5570e-01]
 [1.1657e-01]
 [1.5783e-01]
 [1.5003e-01]
 [1.7620e-01]
 [1.7287e-01]
 [1.9037e-01]
 [1.6063e-01]
 [1.8223e-01]
 [7.8370e-02]
 [1.3993e-01]
 [6.6270e-02]
 [1.3713e-01]
 [4.7530e-02]
 [1.3337e-01]
 [2.3000e-04]
 [1.2413e-01]
 [6.2200e-02]
 [1.4083e-01]
 [1.1513e-01]
 [1.6253e-01]
 [1.2510e-01]
 [1.6713e-01]
 [1.7000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [1.7000e-04]
 [1.2350e-01]
 [5.3930e-02]
 [1.4490e-01]
 [4.2500e-02]
 [1.4217e-01]
 [3.3900e-02]
 [1.4060e-01]
 [2.3970e-02]
 [1.3913e-01]
 [4.4300e-03]
 [1.3763e-01]
 [3.7300e-02]
 [1.3623e-01]
 [5.6430e-02]
 [1.4047e-01]
 [7.0600e-02]
 [1.4440e-01]]",82532.618
lambda_i,"[[ 0.07793]
 [ 0.07777]
 [ 0.0778 ]
 [ 0.07777]
 [ 0.0778 ]
 [ 0.0778 ]
 [ 0.0778 ]
 [ 0.07777]
 [ 0.07783]
 [ 0.07783]
 [ 0.07783]
 [ 0.07783]
 [ 0.10833]
 [ 0.10837]
 [ 0.10833]
 [ 0.10833]
 [ 0.10837]
 [ 0.10837]
 [ 0.1084 ]
 [ 0.1084 ]
 [ 0.10837]
 [ 0.1084 ]
 [ 0.1084 ]
 [ 0.1084 ]
 [ 0.10837]
 [ 0.10837]
 [ 0.10833]
 [ 0.10833]
 [ 0.10837]
 [ 0.10833]
 [ 0.10833]
 [ 0.10837]
 [ 0.08637]
 [ 0.0863 ]
 [ 0.02183]
 [ 0.02187]
 [-0.00043]
 [-0.0004 ]
 [-0.03413]
 [-0.03407]
 [-0.076  ]
 [-0.076  ]
 [-0.23043]
 [-0.23067]
 [-0.23047]
 [-0.23067]
 [-0.23057]
 [-0.2306 ]]",82532.619
k,101,82532.62
x_i,"[[0.0324]
 [0.1313]
 [0.11  ]
 [0.1561]
 [0.1169]
 [0.1582]
 [0.1504]
 [0.1766]
 [0.1732]
 [0.1907]
 [0.1609]
 [0.1825]
 [0.0787]
 [0.1403]
 [0.0666]
 [0.1375]
 [0.0479]
 [0.1337]
 [0.0006]
 [0.1244]
 [0.0625]
 [0.1411]
 [0.1154]
 [0.1628]
 [0.1254]
 [0.1675]
 [0.0006]
 [0.1189]
 [0.0005]
 [0.0828]
 [0.0006]
 [0.1238]
 [0.0542]
 [0.1453]
 [0.0428]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0244]
 [0.1394]
 [0.0048]
 [0.1379]
 [0.0375]
 [0.1367]
 [0.0567]
 [0.1409]
 [0.0709]
 [0.1448]]",82532.681
z_i,"[[ 0.11033]
 [ 0.20907]
 [ 0.1878 ]
 [ 0.23387]
 [ 0.1947 ]
 [ 0.236  ]
 [ 0.2282 ]
 [ 0.25437]
 [ 0.25103]
 [ 0.26853]
 [ 0.23873]
 [ 0.26033]
 [ 0.18703]
 [ 0.24867]
 [ 0.17493]
 [ 0.24583]
 [ 0.15627]
 [ 0.24207]
 [ 0.109  ]
 [ 0.2328 ]
 [ 0.17087]
 [ 0.2495 ]
 [ 0.2238 ]
 [ 0.2712 ]
 [ 0.23377]
 [ 0.27587]
 [ 0.10893]
 [ 0.22723]
 [ 0.10887]
 [ 0.19113]
 [ 0.10893]
 [ 0.23217]
 [ 0.14057]
 [ 0.2316 ]
 [ 0.06463]
 [ 0.16437]
 [ 0.03377]
 [ 0.1405 ]
 [-0.00973]
 [ 0.10533]
 [-0.0712 ]
 [ 0.0619 ]
 [-0.19293]
 [-0.09397]
 [-0.17377]
 [-0.08977]
 [-0.15967]
 [-0.0858 ]]",82532.683
z,"[[3.2100e-02]
 [1.3100e-01]
 [1.0967e-01]
 [1.5573e-01]
 [1.1657e-01]
 [1.5783e-01]
 [1.5003e-01]
 [1.7623e-01]
 [1.7290e-01]
 [1.9037e-01]
 [1.6060e-01]
 [1.8220e-01]
 [7.8330e-02]
 [1.3993e-01]
 [6.6230e-02]
 [1.3713e-01]
 [4.7530e-02]
 [1.3337e-01]
 [2.3000e-04]
 [1.2410e-01]
 [6.2200e-02]
 [1.4083e-01]
 [1.1510e-01]
 [1.6250e-01]
 [1.2510e-01]
 [1.6717e-01]
 [2.0000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [2.0000e-04]
 [1.2350e-01]
 [5.3900e-02]
 [1.4490e-01]
 [4.2500e-02]
 [1.4217e-01]
 [3.3870e-02]
 [1.4060e-01]
 [2.4000e-02]
 [1.3910e-01]
 [4.4300e-03]
 [1.3760e-01]
 [3.7130e-02]
 [1.3633e-01]
 [5.6370e-02]
 [1.4053e-01]
 [7.0600e-02]
 [1.4443e-01]]",82532.691
lambda_i,"[[ 7.8230e-02]
 [ 7.8070e-02]
 [ 7.8130e-02]
 [ 7.8130e-02]
 [ 7.8130e-02]
 [ 7.8170e-02]
 [ 7.8170e-02]
 [ 7.8130e-02]
 [ 7.8130e-02]
 [ 7.8170e-02]
 [ 7.8130e-02]
 [ 7.8130e-02]
 [ 1.0870e-01]
 [ 1.0873e-01]
 [ 1.0870e-01]
 [ 1.0870e-01]
 [ 1.0873e-01]
 [ 1.0870e-01]
 [ 1.0877e-01]
 [ 1.0870e-01]
 [ 1.0867e-01]
 [ 1.0867e-01]
 [ 1.0870e-01]
 [ 1.0870e-01]
 [ 1.0867e-01]
 [ 1.0870e-01]
 [ 1.0873e-01]
 [ 1.0870e-01]
 [ 1.0870e-01]
 [ 1.0870e-01]
 [ 1.0873e-01]
 [ 1.0867e-01]
 [ 8.6670e-02]
 [ 8.6700e-02]
 [ 2.2130e-02]
 [ 2.2200e-02]
 [-1.0000e-04]
 [-1.0000e-04]
 [-3.3730e-02]
 [-3.3770e-02]
 [-7.5630e-02]
 [-7.5700e-02]
 [-2.3007e-01]
 [-2.3030e-01]
 [-2.3013e-01]
 [-2.3030e-01]
 [-2.3027e-01]
 [-2.3023e-01]]",82532.692
k,102,82532.693
x_i,"[[0.0323]
 [0.1314]
 [0.11  ]
 [0.1561]
 [0.1169]
 [0.1581]
 [0.1503]
 [0.1766]
 [0.1732]
 [0.1907]
 [0.1609]
 [0.1825]
 [0.0787]
 [0.1403]
 [0.0666]
 [0.1375]
 [0.0479]
 [0.1337]
 [0.0005]
 [0.1245]
 [0.0626]
 [0.1412]
 [0.1155]
 [0.1629]
 [0.1255]
 [0.1675]
 [0.0005]
 [0.1189]
 [0.0005]
 [0.0828]
 [0.0005]
 [0.1239]
 [0.0543]
 [0.1452]
 [0.0429]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0243]
 [0.1395]
 [0.0047]
 [0.138 ]
 [0.0373]
 [0.1368]
 [0.0566]
 [0.141 ]
 [0.071 ]
 [0.1448]]",82532.74
z_i,"[[ 0.11053]
 [ 0.20947]
 [ 0.18813]
 [ 0.23423]
 [ 0.19503]
 [ 0.23627]
 [ 0.22847]
 [ 0.25473]
 [ 0.25133]
 [ 0.26887]
 [ 0.23903]
 [ 0.26063]
 [ 0.1874 ]
 [ 0.24903]
 [ 0.1753 ]
 [ 0.2462 ]
 [ 0.15663]
 [ 0.2424 ]
 [ 0.10927]
 [ 0.2332 ]
 [ 0.17127]
 [ 0.24987]
 [ 0.2242 ]
 [ 0.2716 ]
 [ 0.23417]
 [ 0.2762 ]
 [ 0.10923]
 [ 0.2276 ]
 [ 0.1092 ]
 [ 0.1915 ]
 [ 0.10923]
 [ 0.23257]
 [ 0.14097]
 [ 0.2319 ]
 [ 0.06503]
 [ 0.1647 ]
 [ 0.0341 ]
 [ 0.1408 ]
 [-0.00943]
 [ 0.10573]
 [-0.07093]
 [ 0.0623 ]
 [-0.19277]
 [-0.0935 ]
 [-0.17353]
 [-0.0893 ]
 [-0.15927]
 [-0.08543]]",82532.741
z,"[[3.2000e-02]
 [1.3103e-01]
 [1.0963e-01]
 [1.5573e-01]
 [1.1657e-01]
 [1.5783e-01]
 [1.5000e-01]
 [1.7623e-01]
 [1.7290e-01]
 [1.9037e-01]
 [1.6057e-01]
 [1.8220e-01]
 [7.8330e-02]
 [1.3997e-01]
 [6.6230e-02]
 [1.3717e-01]
 [4.7530e-02]
 [1.3337e-01]
 [2.3000e-04]
 [1.2413e-01]
 [6.2230e-02]
 [1.4087e-01]
 [1.1513e-01]
 [1.6253e-01]
 [1.2513e-01]
 [1.6717e-01]
 [1.7000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [1.7000e-04]
 [1.2350e-01]
 [5.3930e-02]
 [1.4490e-01]
 [4.2530e-02]
 [1.4217e-01]
 [3.3870e-02]
 [1.4060e-01]
 [2.4000e-02]
 [1.3913e-01]
 [4.4300e-03]
 [1.3763e-01]
 [3.7000e-02]
 [1.3643e-01]
 [5.6300e-02]
 [1.4063e-01]
 [7.0600e-02]
 [1.4447e-01]]",82532.779
lambda_i,"[[ 7.8530e-02]
 [ 7.8430e-02]
 [ 7.8500e-02]
 [ 7.8500e-02]
 [ 7.8470e-02]
 [ 7.8430e-02]
 [ 7.8470e-02]
 [ 7.8500e-02]
 [ 7.8430e-02]
 [ 7.8500e-02]
 [ 7.8470e-02]
 [ 7.8430e-02]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 1.0903e-01]
 [ 1.0910e-01]
 [ 1.0903e-01]
 [ 1.0903e-01]
 [ 1.0907e-01]
 [ 1.0903e-01]
 [ 1.0900e-01]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 1.0903e-01]
 [ 1.0903e-01]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 1.0903e-01]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 1.0907e-01]
 [ 8.7030e-02]
 [ 8.7000e-02]
 [ 2.2500e-02]
 [ 2.2530e-02]
 [ 2.3000e-04]
 [ 2.0000e-04]
 [-3.3430e-02]
 [-3.3400e-02]
 [-7.5370e-02]
 [-7.5330e-02]
 [-2.2977e-01]
 [-2.2993e-01]
 [-2.2983e-01]
 [-2.2993e-01]
 [-2.2987e-01]
 [-2.2990e-01]]",82532.78
k,103,82532.782
x_i,"[[0.0323]
 [0.1314]
 [0.1099]
 [0.156 ]
 [0.1169]
 [0.1582]
 [0.1503]
 [0.1765]
 [0.1733]
 [0.1907]
 [0.1609]
 [0.1826]
 [0.0787]
 [0.1403]
 [0.0666]
 [0.1375]
 [0.0478]
 [0.1337]
 [0.0006]
 [0.1245]
 [0.0626]
 [0.1413]
 [0.1155]
 [0.1629]
 [0.1255]
 [0.1675]
 [0.0005]
 [0.1189]
 [0.0005]
 [0.0828]
 [0.0005]
 [0.1238]
 [0.0542]
 [0.1452]
 [0.0429]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0244]
 [0.1394]
 [0.0048]
 [0.1379]
 [0.0372]
 [0.1368]
 [0.0566]
 [0.141 ]
 [0.0709]
 [0.1448]]",82532.853
z_i,"[[ 0.11083]
 [ 0.20983]
 [ 0.1884 ]
 [ 0.2345 ]
 [ 0.19537]
 [ 0.23663]
 [ 0.22877]
 [ 0.255  ]
 [ 0.25173]
 [ 0.2692 ]
 [ 0.23937]
 [ 0.26103]
 [ 0.18777]
 [ 0.24937]
 [ 0.17567]
 [ 0.24653]
 [ 0.1569 ]
 [ 0.24273]
 [ 0.10963]
 [ 0.23357]
 [ 0.17163]
 [ 0.2503 ]
 [ 0.22457]
 [ 0.27197]
 [ 0.23453]
 [ 0.27653]
 [ 0.10957]
 [ 0.22797]
 [ 0.10953]
 [ 0.19187]
 [ 0.10957]
 [ 0.23287]
 [ 0.14123]
 [ 0.2322 ]
 [ 0.0654 ]
 [ 0.16503]
 [ 0.03443]
 [ 0.1411 ]
 [-0.00903]
 [ 0.106  ]
 [-0.07057]
 [ 0.06257]
 [-0.19257]
 [-0.09313]
 [-0.17323]
 [-0.08893]
 [-0.15897]
 [-0.0851 ]]",82532.855
z,"[[3.1900e-02]
 [1.3110e-01]
 [1.0960e-01]
 [1.5570e-01]
 [1.1653e-01]
 [1.5783e-01]
 [1.5000e-01]
 [1.7620e-01]
 [1.7290e-01]
 [1.9033e-01]
 [1.6057e-01]
 [1.8220e-01]
 [7.8330e-02]
 [1.3997e-01]
 [6.6230e-02]
 [1.3717e-01]
 [4.7530e-02]
 [1.3337e-01]
 [2.3000e-04]
 [1.2413e-01]
 [6.2270e-02]
 [1.4090e-01]
 [1.1513e-01]
 [1.6253e-01]
 [1.2513e-01]
 [1.6713e-01]
 [1.7000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [1.7000e-04]
 [1.2350e-01]
 [5.3900e-02]
 [1.4487e-01]
 [4.2530e-02]
 [1.4217e-01]
 [3.3870e-02]
 [1.4057e-01]
 [2.4030e-02]
 [1.3910e-01]
 [4.4300e-03]
 [1.3760e-01]
 [3.6870e-02]
 [1.3650e-01]
 [5.6230e-02]
 [1.4070e-01]
 [7.0570e-02]
 [1.4447e-01]]",82532.857
lambda_i,"[[ 0.07893]
 [ 0.07873]
 [ 0.0788 ]
 [ 0.0788 ]
 [ 0.07883]
 [ 0.0788 ]
 [ 0.07877]
 [ 0.0788 ]
 [ 0.07883]
 [ 0.07887]
 [ 0.0788 ]
 [ 0.07883]
 [ 0.10943]
 [ 0.1094 ]
 [ 0.10943]
 [ 0.10937]
 [ 0.10937]
 [ 0.10937]
 [ 0.1094 ]
 [ 0.10943]
 [ 0.10937]
 [ 0.1094 ]
 [ 0.10943]
 [ 0.10943]
 [ 0.1094 ]
 [ 0.1094 ]
 [ 0.1094 ]
 [ 0.10943]
 [ 0.10937]
 [ 0.10943]
 [ 0.1094 ]
 [ 0.10937]
 [ 0.08733]
 [ 0.08733]
 [ 0.02287]
 [ 0.02287]
 [ 0.00057]
 [ 0.00053]
 [-0.03307]
 [-0.0331 ]
 [-0.075  ]
 [-0.07503]
 [-0.22943]
 [-0.22963]
 [-0.22947]
 [-0.22963]
 [-0.22953]
 [-0.22957]]",82532.859
k,104,82532.861
x_i,"[[0.0321]
 [0.1315]
 [0.11  ]
 [0.1561]
 [0.1169]
 [0.1582]
 [0.1504]
 [0.1766]
 [0.1732]
 [0.1906]
 [0.1609]
 [0.1825]
 [0.0786]
 [0.1403]
 [0.0665]
 [0.1375]
 [0.0479]
 [0.1337]
 [0.0006]
 [0.1244]
 [0.0626]
 [0.1412]
 [0.1154]
 [0.1628]
 [0.1255]
 [0.1675]
 [0.0005]
 [0.1188]
 [0.0005]
 [0.0827]
 [0.0005]
 [0.1239]
 [0.0543]
 [0.1452]
 [0.0428]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0244]
 [0.1394]
 [0.0048]
 [0.1379]
 [0.0371]
 [0.1369]
 [0.0565]
 [0.1411]
 [0.0709]
 [0.1448]]",82532.911
z_i,"[[ 0.11103]
 [ 0.21023]
 [ 0.1888 ]
 [ 0.2349 ]
 [ 0.19573]
 [ 0.237  ]
 [ 0.22917]
 [ 0.2554 ]
 [ 0.25203]
 [ 0.26947]
 [ 0.2397 ]
 [ 0.26133]
 [ 0.18803]
 [ 0.2497 ]
 [ 0.17593]
 [ 0.24687]
 [ 0.15727]
 [ 0.24307]
 [ 0.11   ]
 [ 0.23383]
 [ 0.17197]
 [ 0.2506 ]
 [ 0.22483]
 [ 0.27223]
 [ 0.2349 ]
 [ 0.2769 ]
 [ 0.1099 ]
 [ 0.22823]
 [ 0.10987]
 [ 0.19213]
 [ 0.1099 ]
 [ 0.23327]
 [ 0.14163]
 [ 0.23253]
 [ 0.06567]
 [ 0.16537]
 [ 0.03477]
 [ 0.14143]
 [-0.00867]
 [ 0.1063 ]
 [-0.0702 ]
 [ 0.06287]
 [-0.19233]
 [-0.09273]
 [-0.17297]
 [-0.08853]
 [-0.15863]
 [-0.08477]]",82532.912
z,"[[3.1800e-02]
 [1.3117e-01]
 [1.0963e-01]
 [1.5573e-01]
 [1.1653e-01]
 [1.5787e-01]
 [1.5003e-01]
 [1.7623e-01]
 [1.7290e-01]
 [1.9030e-01]
 [1.6057e-01]
 [1.8220e-01]
 [7.8330e-02]
 [1.4000e-01]
 [6.6200e-02]
 [1.3717e-01]
 [4.7530e-02]
 [1.3337e-01]
 [2.3000e-04]
 [1.2413e-01]
 [6.2300e-02]
 [1.4090e-01]
 [1.1513e-01]
 [1.6250e-01]
 [1.2513e-01]
 [1.6713e-01]
 [1.7000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [1.7000e-04]
 [1.2353e-01]
 [5.3930e-02]
 [1.4487e-01]
 [4.2500e-02]
 [1.4217e-01]
 [3.3870e-02]
 [1.4053e-01]
 [2.4070e-02]
 [1.3910e-01]
 [4.4300e-03]
 [1.3760e-01]
 [3.6770e-02]
 [1.3660e-01]
 [5.6170e-02]
 [1.4073e-01]
 [7.0570e-02]
 [1.4450e-01]]",82532.94
lambda_i,"[[ 0.07923]
 [ 0.07907]
 [ 0.07917]
 [ 0.07917]
 [ 0.0792 ]
 [ 0.07913]
 [ 0.07913]
 [ 0.07917]
 [ 0.07913]
 [ 0.07917]
 [ 0.07913]
 [ 0.07913]
 [ 0.1097 ]
 [ 0.1097 ]
 [ 0.10973]
 [ 0.1097 ]
 [ 0.10973]
 [ 0.1097 ]
 [ 0.10977]
 [ 0.1097 ]
 [ 0.10967]
 [ 0.1097 ]
 [ 0.1097 ]
 [ 0.10973]
 [ 0.10977]
 [ 0.10977]
 [ 0.10973]
 [ 0.1097 ]
 [ 0.1097 ]
 [ 0.1097 ]
 [ 0.10973]
 [ 0.10973]
 [ 0.0877 ]
 [ 0.08767]
 [ 0.02317]
 [ 0.0232 ]
 [ 0.0009 ]
 [ 0.0009 ]
 [-0.03273]
 [-0.0328 ]
 [-0.07463]
 [-0.07473]
 [-0.2291 ]
 [-0.22933]
 [-0.22913]
 [-0.22927]
 [-0.2292 ]
 [-0.22927]]",82532.941
k,105,82532.942
x_i,"[[0.0321]
 [0.1316]
 [0.11  ]
 [0.1561]
 [0.1168]
 [0.1582]
 [0.1504]
 [0.1766]
 [0.1733]
 [0.1906]
 [0.1609]
 [0.1826]
 [0.0787]
 [0.1404]
 [0.0665]
 [0.1375]
 [0.0479]
 [0.1337]
 [0.0005]
 [0.1245]
 [0.0627]
 [0.1413]
 [0.1155]
 [0.1628]
 [0.1254]
 [0.1674]
 [0.0005]
 [0.1189]
 [0.0005]
 [0.0828]
 [0.0005]
 [0.1239]
 [0.0543]
 [0.1452]
 [0.0428]
 [0.1425]
 [0.0342]
 [0.1409]
 [0.0244]
 [0.1394]
 [0.0047]
 [0.138 ]
 [0.037 ]
 [0.1371]
 [0.0564]
 [0.1411]
 [0.0709]
 [0.1449]]",82533.024
z_i,"[[ 0.11133]
 [ 0.21067]
 [ 0.18917]
 [ 0.23527]
 [ 0.196  ]
 [ 0.23733]
 [ 0.22953]
 [ 0.25577]
 [ 0.25243]
 [ 0.26977]
 [ 0.24003]
 [ 0.26173]
 [ 0.1884 ]
 [ 0.2501 ]
 [ 0.17623]
 [ 0.2472 ]
 [ 0.15763]
 [ 0.2434 ]
 [ 0.11027]
 [ 0.2342 ]
 [ 0.17237]
 [ 0.251  ]
 [ 0.2252 ]
 [ 0.27253]
 [ 0.23517]
 [ 0.27717]
 [ 0.11023]
 [ 0.2286 ]
 [ 0.1102 ]
 [ 0.1925 ]
 [ 0.11023]
 [ 0.23363]
 [ 0.142  ]
 [ 0.23287]
 [ 0.06597]
 [ 0.1657 ]
 [ 0.0351 ]
 [ 0.1418 ]
 [-0.00833]
 [ 0.1066 ]
 [-0.06993]
 [ 0.06327]
 [-0.1921 ]
 [-0.09223]
 [-0.17273]
 [-0.08817]
 [-0.1583 ]
 [-0.08437]]",82533.025
z,"[[3.1730e-02]
 [1.3123e-01]
 [1.0963e-01]
 [1.5573e-01]
 [1.1653e-01]
 [1.5787e-01]
 [1.5003e-01]
 [1.7623e-01]
 [1.7290e-01]
 [1.9030e-01]
 [1.6057e-01]
 [1.8223e-01]
 [7.8370e-02]
 [1.4003e-01]
 [6.6200e-02]
 [1.3717e-01]
 [4.7570e-02]
 [1.3337e-01]
 [2.0000e-04]
 [1.2413e-01]
 [6.2330e-02]
 [1.4093e-01]
 [1.1517e-01]
 [1.6250e-01]
 [1.2517e-01]
 [1.6710e-01]
 [1.7000e-04]
 [1.1853e-01]
 [1.7000e-04]
 [8.2430e-02]
 [1.7000e-04]
 [1.2357e-01]
 [5.3930e-02]
 [1.4487e-01]
 [4.2500e-02]
 [1.4217e-01]
 [3.3870e-02]
 [1.4053e-01]
 [2.4070e-02]
 [1.3907e-01]
 [4.4300e-03]
 [1.3760e-01]
 [3.6630e-02]
 [1.3670e-01]
 [5.6100e-02]
 [1.4080e-01]
 [7.0570e-02]
 [1.4453e-01]]",82533.026
lambda_i,"[[ 0.0796 ]
 [ 0.07943]
 [ 0.07953]
 [ 0.07953]
 [ 0.07947]
 [ 0.07947]
 [ 0.0795 ]
 [ 0.07953]
 [ 0.07953]
 [ 0.07947]
 [ 0.07947]
 [ 0.0795 ]
 [ 0.11003]
 [ 0.11007]
 [ 0.11003]
 [ 0.11003]
 [ 0.11007]
 [ 0.11003]
 [ 0.11007]
 [ 0.11007]
 [ 0.11003]
 [ 0.11007]
 [ 0.11003]
 [ 0.11003]
 [ 0.11   ]
 [ 0.11007]
 [ 0.11007]
 [ 0.11007]
 [ 0.11003]
 [ 0.11007]
 [ 0.11007]
 [ 0.11007]
 [ 0.08807]
 [ 0.088  ]
 [ 0.02347]
 [ 0.02353]
 [ 0.00123]
 [ 0.00127]
 [-0.0324 ]
 [-0.03247]
 [-0.07437]
 [-0.07433]
 [-0.22873]
 [-0.22893]
 [-0.22883]
 [-0.22897]
 [-0.22887]
 [-0.2289 ]]",82533.029
k,106,82533.031
